id,name,types,tags,evolution,scale,bio,hp,atk,def,s.atk,spd,rank,move1,move2,move3,move4,move5,locked
131,magworm,fire,,,0.6,"Magworm's segmented body can detach and reattach sections independently, allowing it to compress or extend its length by several feet. The segments hiss against each other like pressurized rings when it moves.",15,25,16,12,32,B,Ember Claw,Flamethrower,Scorch Mark,Pyre Strike,Kindling Spark,
329,mallowick,fire,,,0.7,"Mallowick's interior flame is visible through its translucent body and shifts color with its mood. When relaxed, it burns calm orange. When startled, it flares white-hot and briefly chars the exterior surface.",14,30,11,15,30,B,Singe,Magma Punch,Blaze Aura,Heat Wave,Scorchbite,
178,mammolith,ice,bovine,tusket; tuskara; mammolith,1.3,"Mammolith's armor bands are not metal - they are compressed geological strata, layers of ancient sediment that compressed around its legs over thousands of years of slow movement through deep earth.",14,14,35,25,12,S,Icicle Spear,Subzero Pulse,Frost Armor,Headbutt Bleat,Body Press Crush,Y
334,manemage,volt,,,0.9,"Manemage's mane is so electrically charged that it repels water, insects, and most solid objects - they simply arc away from its head before contact. Rain falls in a perfect ring around it.",16,12,14,29,29,A,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap,
161,mechleaf,flora,,,0.8,"Mechleaf waters the plants it keeps in its head pots precisely every four hours using a clockwork internal reservoir. If anything interrupts the schedule, it becomes visibly distressed until watering is complete.",33,13,13,26,15,A,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse,
227,monkara,primal,,monkiri; monkara; monkilla,0.8,"Monkara's blue glowing markings trace its circulatory system - the brighter they glow, the more adrenaline is pumping through it. A fully lit Monkara is a creature at its absolute physical limit.",27,34,12,16,11,A,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,Y
105,monkilla,primal,,monkiri; monkara; monkilla,1.1,"Monkilla's chest emblem glows when it breathes deeply - the light is generated by a biological photophore connected to its lung expansion. The bigger the breath, the brighter the glow. Battle preparation is spectacular.",27,35,12,13,13,S,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,
242,monkiri,primal,,monkiri; monkara; monkilla,0.6,Monkiri's markings are a desaturated version of Monkilla's - identical in pattern but much dimmer. It finds comparisons to Monkilla deeply tiresome and does not respond well to them.,31,32,14,12,11,B,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,Y
141,moonduster,dark; ice,,,0.7,"Moonduster's wings carry a fine luminescent powder in crescent patterns that it sheds in trails as it flies. The powder glows long after Moonduster has passed, leaving temporary glowing paths through the night.",16,30,12,11,31,A,Shade Siphon,Gloom Blast,Shadowstep,Cryo Snap,Void Strike,
61,moorsprite,water; dark,,,1,"Moorsprite's antler branches are actively growing - not seasonally but continuously, at a slow but measurable daily rate. Over a lifetime, they become enormous and frequently entangle with low branches, which Moorsprite treats as an opportunity to rest.",14,13,10,29,34,A,Tideclaw,Waterfall Rush,Soakwave,Shade Siphon,Riptide,Y
89,napstar,fae,,,0.8,Napstar's star patterns shift position slightly every day - drifting across its fur like a slow constellation rotation. Tracking the pattern over a year produces a complete map of one specific section of the night sky.,13,12,29,32,14,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage,Y
62,nautublub,water,,,1,"Nautublub's bundle of seaweed on its head is not decorative - it is a functioning ecosystem. At least six species of small marine organisms live in it, and Nautublub takes their welfare very seriously.",14,10,11,34,31,B,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,Y
297,nectargnash,flora; dark,floral,,0.8,"Nectargnash's lotus head produces a highly sweet nectar from its petals that it cannot actually consume. Everything it secretes is for other creatures' benefit, a situation it has fully accepted.",22,22,14,24,18,A,Pollen Guard,Seed Bomb,Briar Tangle,Dread Aura,Petal Shower,Y
228,neonlume,dark; volt,,neonlume; neonwyrm,0.8,"Neonlume's wing fins glow through a chemical reaction triggered by pressure changes in the water, lighting up when it moves fast and dimming when still. Deep in dark water, it creates its own light trail.",14,29,16,12,29,B,Shade Siphon,Gloom Blast,Shadowstep,Conductor Claw,Void Strike,Y
229,neonwyrm,dark; volt,,neonlume; neonwyrm,1.1,"Neonwyrm's pink accents run along its nerve pathways - the glow intensifies from head to tail whenever it thinks, providing a visible real-time map of its cognition. It is self-conscious about this.",14,23,14,13,36,A,Dread Aura,Hex Blast,Abyssal Gaze,Thunder Jab,Eclipse Bolt,
279,nutbro,terra,,nutzo; nutbro,0.9,Nutbro's shell is the densest naturally-occurring biological material ever recorded - a diamond-tipped drill tested on one took fifteen minutes to make a half-millimeter indent. Nutbro didn't notice.,29,12,31,12,16,A,Earth Veil,Stonewall Smash,Magma Crust,Tectonic Slam,Stone Edge,Y
280,nutzo,terra,,nutzo; nutbro,0.5,Nutzo's layered outer shell peels away one layer at a time as it sheds - each layer is slightly softer than the one before. The innermost layer is completely smooth. Reaching it has never been confirmed.,30,16,29,12,13,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
64,ophidiax,volt; dark,,,1,"Ophidiax's three heads share one set of lungs, which means only one head can hiss at a time - causing constant negotiation about which one gets to be threatening in any given moment.",15,23,11,18,33,A,Conductor Claw,Galvanic Slam,Shock Grid,Shadow Lunge,Zap Cannon,Y
258,orion,volt,avian,,1,"Orion's golden antler crests catch and focus starlight, briefly illuminating a small area beneath them on clear nights. It is the only creature known to navigate specifically by concentrated starlight.",13,15,13,31,28,B,Spark Burst,Charge Crash,Dynamo Stance,Gale Dive,Talon Strike,
171,paintdoodle,primal,canine,,0.8,"Paintdoodle's fur changes color patterns every time it shakes itself out - not randomly, but according to a cycling sequence no two Paintdoodles share. Its current pattern is always precisely one step ahead of its previous one.",30,32,14,14,10,B,Headbutt Charge,Concussive Blow,Primal Howl,Jaw Clamp,Howl Surge,Y
101,pandemone,flora,ursine,pandpaw; pando; pandemone,1,"Pandemone's leaf mane puffs outward to full extension when it senses danger, tripling its visible silhouette. At full puff, it is genuinely difficult to gauge where the mane ends and the creature begins.",34,11,15,30,10,S,Root Bind,Bloom Burst,Photosynthesis,Maul,Hibernation Wake,
6,pando,flora,ursine,pandpaw; pando; pandemone,0.8,"Pando's expression of absolute neutrality is cultivated, not natural - it practices it. Its actual emotional state is conveyed entirely through bamboo leaf arrangement on its person, which only other Pandos can read.",33,14,12,29,12,A,Pollen Guard,Seed Bomb,Briar Tangle,Bear Hug,Canopy Crush,
315,pandpaw,flora,ursine,pandpaw; pando; pandemone,0.5,"Pandpaw's single leaf marks the location of a future scent gland that won't fully develop for years. Until then, the leaf acts as a placeholder - and Pandpaw will not let anyone remove it.",25,11,16,34,14,B,Vine Lash,Leaf Blade,Spore Burst,Maul,Cub Swipe,Y
230,paplet,primal,avian,paplet; papyrion,0.5,"Paplet's body is structurally identical to a folded piece of paper in three-dimensional form - its joints crease rather than flex. In high humidity, its edges soften and it needs time to re-crease itself.",29,31,12,14,14,B,Rough Tumble,Iron Will Strike,Savagery,Gale Dive,Talon Strike,
231,papyrion,primal,avian,paplet; papyrion,0.7,"Papyrion's origami structure allows it to flatten itself to near-zero thickness for short periods, slipping through gaps that should be physically impossible. It finds the looks of confusion this produces very satisfying.",37,28,12,10,13,A,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike,
232,patchy,primal,feline,,0.8,"Patchy's button eye was sewn on after the original was lost. The button gives it sharper vision in low light than its organic eye, which both pleases and confuses it.",31,34,12,13,10,B,Knuckle Down,Instinct Slash,Primal Roar,Pounce,Claw Flurry,
302,pearlconch,water,carapace,pearlette; pearlconch,0.7,"Pearlconch never leaves its shell - over centuries, its body has conformed to the interior architecture of the conch, growing curved. The shell itself is growing with it, one ring at a time.",14,13,14,32,27,A,Brineblast,Crashing Wave,Mist Veil,Shell Bash,Withdraw Guard,
303,pearlette,water,carapace,pearlette; pearlconch,0.5,"Pearlette grew its pearl internally but found it uncomfortable, so it pushed it out of its shell entirely. The pearl is now visible on its exterior and impossibly smooth. Pearlette refuses to discuss it.",10,12,13,31,34,B,Saltwater Spray,Surf Slam,Tidal Lock,Shell Bash,Withdraw Guard,
255,pebbolt,terra,,pebbolt; slatefist; golem,0.7,"Pebbolt's boulder fists are not attached to its arms - they float within a magnetic field generated by its bone structure. This means its punches travel slightly faster than its arms, which is deeply unfair.",37,12,28,12,11,C,Boulder Barrage,Sandstorm Surge,Stone Bastion,Quake Stomp,Mineral Burst,Y
65,pebbug,terra,,,0.8,Pebbug's bubble eyes are filled with a magnifying fluid that lets it see microscopic surface details in everything it looks at. It is constantly discovering fascinating things on objects everyone else considers boring.,32,13,25,15,15,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,Y
204,pengufla,ice,,,0.7,"Pengufla's scarf and cape are self-secreted from its own down, compressed into fabric over time. They are permanently attached and waterproof - which is useful, since Pengufla refuses to take them off regardless of conditions.",14,15,31,28,12,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Freeze Ray,Deep Freeze,
66,perclamp,water,carapace,,0.8,"The flower growing from Perclamp's shell is rooted deep enough to tap into its bloodstream, blooming brighter when its health is good and dulling to near-colorless during illness. Veterinarians check the flower first.",12,13,12,31,32,B,Tideclaw,Waterfall Rush,Soakwave,Shell Bash,Withdraw Guard,
281,petalbud,flora,,blushbud; petalbud,0.7,Petalbud is always crying - not from sorrow but because the flower wrapped around it constantly secretes a mild eye irritant as a pollination attractant. This distinction has done nothing to make it less sad-looking.,34,10,13,31,12,A,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse,
168,petalight,fae,,,0.8,Petalight is technically too heavy to fly with its wings and technically does so anyway. Researchers have no satisfying explanation and have stopped asking.,12,11,34,32,11,A,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm,
67,petalka,fae,,blossfawn; petalka,1,"Petalka's antlers bloom all year rather than seasonally - the blossoms don't respond to temperature or daylight, only to Petalka's own internal rhythms, which follow a calendar no one has identified.",14,15,24,34,13,A,Petal Barrage,Starfall,Lullaby Dust,Charm Aura,Blossom Charm,
277,phantasmist,dark,,,1.1,"Phantasmist's markings trace lines of electric discharge across its body - touching them at full charge causes a brief, complete memory loss of the last ten seconds. It uses this primarily to escape awkward situations.",12,35,13,11,29,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,Y
262,pinalisk,primal,harvest,,0.8,"Pinalisk's pineapple crown is the actual location of its brain - fully encased in fibrous pineapple flesh with a thick spiked exterior. The face below is purely functional, containing only sensory organs.",36,24,14,12,14,B,Headbutt Charge,Concussive Blow,Primal Howl,Pulp Burst,Juicy Splash,
68,pinkachu,primal,feline,,0.7,Pinkachu's heart marking pulses faintly in rhythm with its heartbeat - detectable only if you're watching closely. Most creatures dismiss it as decoration; those who notice it tend to find it oddly calming.,22,38,15,11,14,A,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry,
97,pinkwin,primal,,,0.8,"Pinkwin's red eyes glow in the dark, making it highly visible during night. This appears to be exactly what it wants - it has no interest in camouflage and finds the idea insulting.",33,27,16,13,11,A,Headbutt Charge,Concussive Blow,Primal Howl,Ground Pound,Endure Break,Y
319,pitpout,flora,harvest,pitpout; leafmealone,0.6,"Pitpout's orange eyes are the only visible color against its dark shell - in leaf litter, it becomes entirely invisible except for two glowing dots. It has learned to use this strategically.",34,12,14,26,14,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash,
182,ploddla,water; terra,,puddla; ploddla,1.1,"Ploddla holds leaves in its wide-open mouth as a slow composting process, breaking them into nutrients that coat its teeth and prevent decay. It keeps its mouth open more than closed as a result.",18,12,21,25,24,A,Brineblast,Crashing Wave,Mist Veil,Pebble Rain,Pearl Burst,Y
110,polarbrio,ice; terra,ursine,polarbrio; polarmaw,0.8,"Polarbrio's red stripes are thermochromic - they appear when cold and fade in warmth. In warm climates, Polarbrio appears completely white and is frequently mistaken for a snowball.",18,11,29,27,15,B,Cryo Snap,Tundra Crash,Snowdrift Veil,Earth Veil,Maul,Y
13,polarmaw,ice; terra,ursine,polarbrio; polarmaw,1.3,Polarmaw's red facial and hand markings are evidence of minerals absorbed over a lifetime of breaking through permafrost - the compounds stain from the inside out. The markings grow darker with age.,16,12,30,29,13,S,Cryo Snap,Tundra Crash,Snowdrift Veil,Earth Veil,Maul,Y
37,pompom,fae,,,0.8,"Pompom's bell rings at frequencies too high for most creatures to hear, but animals in a wide radius freeze momentarily when it sounds. Pompom is rarely in a hurry and rings it mostly out of habit.",14,14,29,33,10,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage,
69,popkit,primal,feline,,0.7,"Popkit stores carbonated energy inside its fluffy tail. When startled, the tail releases a loud popping sound that scares predators away. The sweeter the drink, the faster it moves.",33,33,10,12,12,B,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry,
79,pretzyl,primal,feline,,0.8,Pretzyl's face markings are formed by a unique double-whorl fur pattern that grows in twisted overlapping loops. They tighten when it concentrates and loosen when it relaxes - making reading its focus level straightforward.,32,31,12,12,13,B,Body Press Crush,Primal Surge,Savage Aura,Pounce,Claw Flurry,
174,puddla,water; terra,,puddla; ploddla,0.8,"Puddla's extremely wide mouth opens that way to cool down, as its mouth lining is one of the only places on its body where heat can efficiently escape. Hot days are very undignified for it.",23,10,22,22,23,B,Saltwater Spray,Surf Slam,Tidal Lock,Earth Veil,Deluge Strike,
163,puffetti,water,,,0.6,Puffetti celebrates constantly and releases confetti from under its scales for each occasion. The confetti is biodegradable - it is actually shed scales compressed into colorful flakes.,13,14,14,30,29,B,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,Y
246,puplume,primal,avian,"puplume; bronzeplume, puplume; ashplume",0.6,"Puplume's berry ornaments are mildly toxic to most predators, a fact Puplume does not advertise but is clearly aware of. It keeps them polished.",24,35,15,14,12,B,Knuckle Down,Instinct Slash,Primal Roar,Gale Dive,Talon Strike,
70,pyroost,fire,avian,,0.8,"Pyroost's orange crest intensifies in color directly after feeding - the heat generated by digestion redirects blood flow to the crest, brightening it visibly. Experienced observers can gauge exactly how recently it ate.",13,31,11,13,32,B,Ember Claw,Flamethrower,Scorch Mark,Gale Dive,Talon Strike,
243,quillplop,volt,,quillpuff; quillplop,0.8,"Quillplop's quills point in every possible direction simultaneously, making it extremely difficult to approach from any angle. It cannot choose a direction to point them and has made peace with this.",14,13,13,28,32,A,Spark Burst,Charge Crash,Dynamo Stance,Plasma Burst,Lightning Dash,Y
1,quillpuff,volt,,quillpuff; quillplop,0.5,"Quillpuff's needle-like quills radiate outward like a built-in umbrella, which it instinctively fans open whenever rain begins, using them to channel every drop before a single one hits the ground.",12,12,14,28,34,B,Thunder Jab,Voltbeam,Overload,Arc Surge,Static Clap,Y
244,regalmane,primal,,,0.8,Regalmane's gold accessories are not worn - they grew. The star-shaped gold deposits formed in the cartilage of its ears and the keratin of its mane are biological and accumulate over time.,30,28,15,13,14,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,Y
321,ribroast,fire,canine,,1,"Ribroast's skeleton conducts heat rather than its surface - touching its fur is perfectly safe, but pressing a hand against its side reveals the warmth radiating from deep within. It considers this private.",18,26,12,12,32,B,Char Swipe,Combustion Fist,Ashen Veil,Jaw Clamp,Howl Surge,
27,rootle,flora,,,0.5,"Rootle's leaf grows visibly larger when it's anxious, drawing extra nutrients to support its stress response. In extremely stressful situations, the leaf has been observed growing to twice its resting size in under a minute.",29,12,17,30,12,C,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage,
263,roscorpion,terra,floral,,0.9,Roscorpion's roses are rooted to its shell and grow more densely each year - older Roscorpions are sometimes entirely obscured by blooms. The thorns on these roses are significantly sharper than decorative variety.,25,12,38,12,13,B,Gravel Pelt,Rockslide,Sinkhole,Petal Shower,Bloom Aura,
71,rosepaw,primal,,,0.8,Rosepaw's pink mane-like fur grows continuously and requires the creature to trim it by dragging it over rough stones. Neglected Rosepaws have been found with fur trailing several meters behind them.,31,29,15,14,11,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
73,runelyft,dark,,,0.7,"Runelyft's dragonfly wings vibrate at different frequencies depending on altitude - lower altitude produces slower, quieter wings; higher altitude creates a high-pitched hum audible before the creature is visible.",12,30,14,13,31,B,Dread Aura,Hex Blast,Abyssal Gaze,Eclipse Bolt,Nightmare Claw,
137,saliveel,dark; ice,,,1,Saliveel's ice crystal teeth regrow every three days - the new ones start transparent and darken to near-black before the next shed. The drip from them is liquid ice that briefly freezes whatever it contacts.,15,22,11,23,29,A,Shade Siphon,Gloom Blast,Shadowstep,Cryo Snap,Void Strike,
74,scaraknight,terra,,,1,"Scaraknight's skull face is a genuine skull that its head grew through - the original bone is integrated into its nervous system and functions as a sensory amplifier, particularly for detecting movement in tall grass.",29,12,32,13,14,A,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
76,serplash,water,,,0.8,"Serplash's golden mane spikes are individually mobile - each one can be aimed independently like an array of needles. At rest they point outward; when calm, they fold flat, making it appear completely mane-less.",15,12,14,24,35,A,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge,
233,shadebandit,dark,,bandit; shadebandit,0.8,"Shadebandit's neon pink hand rings glow in darkness, which would seem counterproductive for a creature named bandit. It has decided the rings are worth it and refuses to acknowledge the contradiction.",12,30,15,13,30,A,Shadow Lunge,Nightfall Pulse,Curse Mark,Obsidian Fang,Dark Pulse,
50,shadownix,dark,dragon,,0.8,Shadownix's wing spines cast shadows that remain in place for several seconds after the creature has moved - brief physical shadows with no source. This confuses predators reliably and Shadownix knows it.,12,36,12,12,28,B,Shade Siphon,Gloom Blast,Shadowstep,Scale Slash,Dragon Roar,
23,shardwarden,ice,canine,,1,"Shardwarden's crystal spikes grow outward from stress fracture points in its hide - the greater the impact or pressure it absorbs, the more dramatic the crystal formation that emerges afterward.",11,11,30,31,17,A,Cryo Snap,Tundra Crash,Snowdrift Veil,Jaw Clamp,Howl Surge,
155,shelltorch,fire,carapace,shelltorch; volcorto,0.7,Shelltorch's shell stacks are natural vents for excess metabolic heat that has nowhere else to go. The smoke they produce smells strongly of pine resin.,23,26,18,14,19,B,Char Swipe,Combustion Fist,Ashen Veil,Shell Bash,Withdraw Guard,
310,shellvis,primal,carapace,,0.5,Shellvis moves at roughly two centimeters per minute at maximum effort. It has developed an extremely rich inner life to compensate for the time this affords it.,35,27,15,11,12,B,Body Press Crush,Primal Surge,Savage Aura,Shell Bash,Withdraw Guard,
294,shelmet,volt; terra,carapace,,0.6,"Shelmet's eyes don't track movement - they're fixed forward. It compensates by rotating its entire body rather than turning its head, giving it a distinctive pivoting motion when curious about something to the side.",19,12,25,21,23,B,Conductor Claw,Galvanic Slam,Shock Grid,Earth Veil,Shell Bash,Y
77,shifu,primal,,shifu; bambufu,0.7,"Shifu has mastered the art of appearing to be asleep while being fully aware of everything in a twelve-meter radius. It has never once been caught off guard, which it is deeply smug about.",28,32,12,14,14,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
88,shroomstar,flora,,,0.6,Shroomstar's starfish-shaped hands are functionally independent from its brain and continue moving for several minutes after Shroomstar decides to stop. It has learned to account for the delay.,31,12,11,35,11,B,Root Bind,Bloom Burst,Chloro Slash,Photosynthesis,Larva Barrage,
312,silker,dark,,dubgrub; silker,0.7,Silker's eye-spot wing patterns are bioluminescent and can be independently brightened to create the illusion of a much larger creature staring from the darkness. Each eye-spot can wink independently.,16,31,12,14,27,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,Y
327,sizzleswine,fire,,,1,Sizzleswine's fire mane runs the length of its spine and cannot be extinguished by water - it's fueled by the creature's own body temperature rather than combustion. Cold weather makes it substantially more dangerous.,12,26,10,17,35,B,Singe,Magma Punch,Blaze Aura,Heat Wave,Scorchbite,
299,skulker,water,,,1,"Skulker's shark fin appears when it submerges in water, emerging from a fold of skin that lies flat on land. On dry ground it looks like any ordinary cat, which is exactly what it wants you to think.",15,18,11,29,27,A,Tideclaw,Waterfall Rush,Soakwave,Riptide,Coral Crush,
113,skywisp,water; volt,,,0.6,"Skywisp is a living storm system in miniature - the rain it produces falls only directly below it, and the lightning strikes only on its own terms. It is not dangerous but it is extremely damp to be around.",13,11,11,32,33,B,Deep Dive,Hydro Torrent,Bubble Shield,Spark Burst,Maelstrom,
253,slatefist,terra,,pebbolt; slatefist; golem,0.9,"Slatefist's knuckles are denser than the rest of its stone composition by an order of magnitude, formed by years of striking surfaces for no discernible reason other than satisfaction.",27,15,28,16,14,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
134,slimescale,flora; water,,,0.8,"Slimescale's glowing internal orbs are individually detachable - it can release them from its mouth as bioluminescent bait, luring in prey. The orbs regrow within the week. It considers them renewable.",20,13,12,29,26,A,Web Snare,Petal Hurricane,Verdant Torrent,Tideclaw,Spore Cloud,Y
276,slytheroak,flora; terra,,,1,Slytheroak's wooden hood grew around it naturally from a hollow log it slept in for decades - the wood eventually integrated with its scales. It now wears its old nap spot as a hat.,31,13,23,21,12,B,Web Snare,Petal Hurricane,Verdant Torrent,Gravel Pelt,Spore Cloud,
328,smokestack,fire,bovine,,1,"Smokestack's chimneys vent excess metabolic energy accumulated through its enormous daily caloric intake. On cold mornings, the smoke forms a visible personal weather system above it.",12,30,14,13,31,A,Ember Claw,Flamethrower,Scorch Mark,Headbutt Bleat,Body Press Crush,Y
117,snaproot,flora,,snapspore; snaproot,0.6,"Snaproot's three heads cannot agree on a direction and frequently each try to go somewhere different. Its motion is therefore more of a negotiation than a walk, and it never moves in a straight line.",28,15,12,29,16,A,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush,Y
78,snapspore,flora,,snapspore; snaproot,0.8,Snapspore's tongue secretes a substance that's simultaneously a digestive enzyme and an attractant - the same compound that draws prey in also begins breaking it down on contact. It considers this efficient design.,32,13,11,31,13,B,Web Snare,Petal Hurricane,Verdant Torrent,Spore Cloud,Overgrow Slam,Y
146,sneerkit,primal,,,0.8,"Sneerkit's facial structure makes it physically impossible for it to produce a neutral expression - the brow ridge developed in a fixed down-angle position. Every response, including friendliness, reads as contempt.",33,29,14,11,13,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
140,snowjell,water; ice,,aquajell; snowjell,0.7,"Snowjell's ice spikes are grown from water it processes internally and extruded through pores on its crown - it maintains them like a grooming ritual, replacing spikes that melt with freshly-frozen ones.",14,16,16,30,24,A,Brineblast,Crashing Wave,Mist Veil,Cryo Snap,Pearl Burst,Y
80,snugdrake,primal,,,0.5,The small blue creature on Snugdrake's tail is not a separate being - it is a bud that Snugdrake grew from its own tail tissue and is slowly becoming autonomous. Snugdrake finds the process confusing but has decided it is fine.,35,29,11,12,13,A,Knuckle Down,Instinct Slash,Primal Roar,Gut Charge,Feral Bite,Y
323,solair,volt,avian,,1,Solair's stained glass wings are composed of crystallized chitin in distinct chromatic panels - they filter sunlight into colored beams that trail behind it mid-flight. Landing looks like a cathedral window falling.,12,11,14,28,35,S,Spark Burst,Charge Crash,Dynamo Stance,Gale Dive,Talon Strike,Y
81,solbud,flora,,,0.6,"Solbud's sunflower mane tracks the sun throughout the day whether or not the sun is visible - it navigates by the position a sunny day would predict, making it reliably oriented even in cloud cover.",24,14,15,31,16,B,Vine Lash,Leaf Blade,Spore Burst,Thorn Volley,Flora Pulse,Y
83,soluna,fae,,soluna; woodfox,0.8,"Soluna's red forehead gem changes clarity with the time of day - perfectly clear at noon, and clouded to near-opacity at midnight. It functions as a biological sundial accurate to within minutes.",13,12,31,31,13,B,Wisp Slash,Moonveil Pulse,Dreamweave,Stardust Surge,Mirage Slash,Y
322,solwatt,volt,avian,solwatt; solair,0.5,"Solwatt's solar panel hat is slightly tilted because the creature sleeps on its side and the panel hardened that way. It still absorbs energy perfectly well from the angle - possibly more efficiently, though Solwatt does not know why.",12,16,14,30,28,B,Thunder Jab,Voltbeam,Overload,Gale Dive,Talon Strike,Y
215,sparkoar,volt,ursine,,1,"Sparkoar's mane conducts and stores atmospheric electricity - each individual hair is a capacitor. After a thunderstorm, it crackles for hours as the charge slowly dissipates. Other animals give it considerable space.",11,14,13,33,29,B,Conductor Claw,Galvanic Slam,Shock Grid,Maul,Bear Hug,Y
84,sparmlet,primal,,,0.5,"Sparmlet's pitchforks are not weapons but farming tools - sized specifically for its paws, with which it maintains an underground garden of extraordinary orderliness. The bandana keeps the harvest dust out of its eyes.",30,32,16,10,12,B,Body Press Crush,Primal Surge,Savage Aura,Apex Strike,Berserk Rush,
147,spindash,terra,,,0.6,"Spindash's tail spike is formed from compressed keratin and swings with the same momentum as a pendulum - once in motion, it takes significant effort to stop. Spindash has learned to commit fully to any tail swing.",38,12,28,12,10,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
85,spiribun,fae,,,0.8,Spiribun's wings are only visible in motion - at rest they are completely transparent and appear to not exist. It has startled many creatures who were confident they were looking at a perfectly ordinary rabbit.,13,14,29,31,13,A,Wisp Slash,Moonveil Pulse,Dreamweave,Stardust Surge,Mirage Slash,
318,sporelax,dark,,,0.8,Sporelax grows slower as the mushroom on its back grows larger - the fungus draws metabolic resources from its host in exchange for a mild sedative compound that keeps Sporelax perpetually calm. Neither party is upset about this.,12,30,13,13,32,A,Shade Siphon,Gloom Blast,Shadowstep,Void Strike,Nightmare Claw,Y
282,sporelord,flora; dark,,,1,"Sporelord's tentacles secrete a sporulating powder that induces rapid drowsiness - the spores are not dangerous, they simply encourage everything nearby to take a nap while Sporelord does whatever it was planning to do.",21,21,14,23,21,A,Pollen Guard,Seed Bomb,Briar Tangle,Dread Aura,Nettle Sting,
86,spriggup,water,,budpole; spriggup,0.6,Spriggup's large yellow eyes can process movement at twice the speed of most creatures' vision - it sees fast objects as moving in slow motion. This is excellent for hunting but makes watching conversations exhausting.,12,13,12,29,34,B,Deep Dive,Hydro Torrent,Bubble Shield,Maelstrom,Abyssal Surge,
20,starjell,water; volt,,aquajell; starjell,0.8,"Starjell's star patterns are not static - they rotate slowly, completing a full revolution every twenty-four hours. Mariners who know this use it to track time during cloudy nights when stars are not visible.",11,14,13,33,29,A,Brineblast,Crashing Wave,Mist Veil,Conductor Claw,Pearl Burst,Y
87,starmiri,fae,,,0.8,Starmiri's star-tipped tail glows at exactly the moment a star rises above the horizon each night - whether it can sense this or is simply synchronized to it has never been determined.,14,15,28,32,11,B,Glimmer Touch,Pixie Blast,Enchant Wave,Gossamer Strike,Petal Barrage,Y
290,stoneguard,terra,,,1.2,"Stoneguard's blue energy cracks follow tectonic stress lines - the pattern matches the fault map of whichever region it is standing in, shifting slowly when it crosses into new geological territory.",24,12,39,12,13,B,Pebble Rain,Cavern Crash,Clay Mold,Sediment Wave,Geo Break,
90,strawpup,flora,harvest,,0.5,"Strawpup's strawberry grows one new seed facet each day, cycling through ripeness over the course of a month before resetting. The fully ripe phase lasts exactly three days, during which Strawpup is visibly happiest.",28,15,12,33,12,B,Pollen Guard,Seed Bomb,Briar Tangle,Pulp Burst,Juicy Splash,
91,strumbleaf,flora,,,0.7,Strumbleaf's ukulele strings are made from its own shed antennae - the tensile strength and natural resonance of the material produces a tone that cannot be replicated with any manufactured string.,32,12,11,33,12,B,Pollen Guard,Seed Bomb,Briar Tangle,Nettle Sting,Canopy Crush,
138,sunflicker,primal,,sunpillar; sunflicker,0.7,"Sunflicker's wings are composed of overlapping chitin panels with precise gaps that filter light into amber beams when it flies toward the sun. Forests it passes through appear briefly, beautifully lit from above.",35,27,11,14,13,A,Headbutt Charge,Concussive Blow,Primal Howl,Ground Pound,Endure Break,Y
